Z-coordinate,Electric Potential,,,,,,,,,,,,,
0.005110833,-2.844565066,,,,,,,,,,,,,
0.005111667,-2.844562737,,,,,,,,,,,,,
0.0051125,-2.844560375,,,,,,,,,,,,,
0.005113333,-2.84455798,,,,,,,,,,,,,
0.005114167,-2.844555553,,,,,,,,,,,,,
0.005115,-2.844553093,,,,,,,,,,,,,
0.005115833,-2.8445506,,,,,,,,,,,,,
0.005116667,-2.844548075,,,,,,,,,,,,,
0.0051175,-2.844545517,,,,,,,,,,,,,
0.005118333,-2.844542927,,,,,,,,,,,,,
0.005119167,-2.844540304,,,,,,,,,,,,,
0.00512,-2.844537648,,,,,,,,,,,,,
0.005120833,-2.844534959,,,,,,,,,,,,,
0.005121667,-2.844532238,,,,,,,,,,,,,
0.0051225,-2.844529484,,,,,,,,,,,,,
0.005123333,-2.844526697,,,,,,,,,,,,,
0.005124167,-2.844523878,,,,,,,,,,,,,
0.005125,-2.844521025,,,,,,,,,,,,,
0.005125833,-2.84451814,,,,,,,,,,,,,
0.005126667,-2.844515222,,,,,,,,,,,,,
0.0051275,-2.844512271,,,,,,,,,,,,,
0.005128333,-2.844509287,,,,,,,,,,,,,
0.005129167,-2.84450627,,,,,,,,,,,,,
0.00513,-2.84450322,,,,,,,,,,,,,
0.005130833,-2.844500137,,,,,,,,,,,,,
0.005131667,-2.844497022,,,,,,,,,,,,,
0.0051325,-2.844493873,,,,,,,,,,,,,
0.005133333,-2.844490691,,,,,,,,,,,,,
0.005134167,-2.844487476,,,,,,,,,,,,,
0.005135,-2.844484228,,,,,,,,,,,,,
0.005135833,-2.844480948,,,,,,,,,,,,,
0.005136667,-2.844477633,,,,,,,,,,,,,
0.0051375,-2.844474286,,,,,,,,,,,,,
0.005138333,-2.844470906,,,,,,,,,,,,,
0.005139167,-2.844467492,,,,,,,,,,,,,
0.00514,-2.844464045,,,,,,,,,,,,,
0.005140833,-2.844460565,,,,,,,,,,,,,
0.005141667,-2.844457052,,,,,,,,,,,,,
0.0051425,-2.844453505,,,,,,,,,,,,,
0.005143333,-2.844449925,,,,,,,,,,,,,
0.005144167,-2.844446312,,,,,,,,,,,,,
0.005145,-2.844442665,,,,,,,,,,,,,
0.005145833,-2.844438985,,,,,,,,,,,,,
0.005146667,-2.844435272,,,,,,,,,,,,,
0.0051475,-2.844431525,,,,,,,,,,,,,
0.005148333,-2.844427745,,,,,,,,,,,,,
0.005149167,-2.844423931,,,,,,,,,,,,,
0.00515,-2.844420083,,,,,,,,,,,,,
0.005150833,-2.844416202,,,,,,,,,,,,,
0.005151667,-2.844412288,,,,,,,,,,,,,
0.0051525,-2.84440834,,,,,,,,,,,,,
0.005153333,-2.844404358,,,,,,,,,,,,,
0.005154167,-2.844400343,,,,,,,,,,,,,
0.005155,-2.844396294,,,,,,,,,,,,,
0.005155833,-2.844392212,,,,,,,,,,,,,
0.005156667,-2.844388095,,,,,,,,,,,,,
0.0051575,-2.844383945,,,,,,,,,,,,,
0.005158333,-2.844379761,,,,,,,,,,,,,
0.005159167,-2.844375544,,,,,,,,,,,,,
0.00516,-2.844371292,,,,,,,,,,,,,
0.005160833,-2.844367007,,,,,,,,,,,,,
0.005161667,-2.844362688,,,,,,,,,,,,,
0.0051625,-2.844358335,,,,,,,,,,,,,
0.005163333,-2.844353948,,,,,,,,,,,,,
0.005164167,-2.844349527,,,,,,,,,,,,,
0.005165,-2.844345073,,,,,,,,,,,,,
0.005165833,-2.844340584,,,,,,,,,,,,,
0.005166667,-2.844336061,,,,,,,,,,,,,
0.0051675,-2.844331505,,,,,,,,,,,,,
0.005168333,-2.844326914,,,,,,,,,,,,,
0.005169167,-2.844322289,,,,,,,,,,,,,
0.00517,-2.84431763,,,,,,,,,,,,,
0.005170833,-2.844312937,,,,,,,,,,,,,
0.005171667,-2.84430821,,,,,,,,,,,,,
0.0051725,-2.844303449,,,,,,,,,,,,,
0.005173333,-2.844298654,,,,,,,,,,,,,
0.005174167,-2.844293824,,,,,,,,,,,,,
0.005175,-2.84428896,,,,,,,,,,,,,
0.005175833,-2.844284062,,,,,,,,,,,,,
0.005176667,-2.84427913,,,,,,,,,,,,,
0.0051775,-2.844274164,,,,,,,,,,,,,
0.005178333,-2.844269163,,,,,,,,,,,,,
0.005179167,-2.844264128,,,,,,,,,,,,,
0.00518,-2.844259059,,,,,,,,,,,,,
0.005180833,-2.844253955,,,,,,,,,,,,,
0.005181667,-2.844248817,,,,,,,,,,,,,
0.0051825,-2.844243645,,,,,,,,,,,,,
0.005183333,-2.844238438,,,,,,,,,,,,,
0.005184167,-2.844233197,,,,,,,,,,,,,
0.005185,-2.844227921,,,,,,,,,,,,,
0.005185833,-2.844222611,,,,,,,,,,,,,
0.005186667,-2.844217267,,,,,,,,,,,,,
0.0051875,-2.844211888,,,,,,,,,,,,,
0.005188333,-2.844206475,,,,,,,,,,,,,
0.005189167,-2.844201027,,,,,,,,,,,,,
0.00519,-2.844195545,,,,,,,,,,,,,
0.005190833,-2.844190029,,,,,,,,,,,,,
0.005191667,-2.844184478,,,,,,,,,,,,,
0.0051925,-2.844178892,,,,,,,,,,,,,
0.005193333,-2.844173272,,,,,,,,,,,,,
0.005194167,-2.844167617,,,,,,,,,,,,,
0.005195,-2.844161928,,,,,,,,,,,,,
0.005195833,-2.844156205,,,,,,,,,,,,,
0.005196667,-2.844150446,,,,,,,,,,,,,
0.0051975,-2.844144654,,,,,,,,,,,,,
0.005198333,-2.844138826,,,,,,,,,,,,,
0.005199167,-2.844132965,,,,,,,,,,,,,
0.0052,-2.844127068,,,,,,,,,,,,,
0.005200833,-2.844121137,,,,,,,,,,,,,
0.005201667,-2.844115172,,,,,,,,,,,,,
0.0052025,-2.844109172,,,,,,,,,,,,,
0.005203333,-2.844103137,,,,,,,,,,,,,
0.005204167,-2.844097068,,,,,,,,,,,,,
0.005205,-2.844090965,,,,,,,,,,,,,
0.005205833,-2.844084827,,,,,,,,,,,,,
0.005206667,-2.844078654,,,,,,,,,,,,,
0.0052075,-2.844072447,,,,,,,,,,,,,
0.005208333,-2.844066205,,,,,,,,,,,,,
0.005209167,-2.844059929,,,,,,,,,,,,,
0.00521,-2.844053618,,,,,,,,,,,,,
0.005210833,-2.844047273,,,,,,,,,,,,,
0.005211667,-2.844040893,,,,,,,,,,,,,
0.0052125,-2.844034479,,,,,,,,,,,,,
0.005213333,-2.84402803,,,,,,,,,,,,,
0.005214167,-2.844021547,,,,,,,,,,,,,
0.005215,-2.844015029,,,,,,,,,,,,,
0.005215833,-2.844008477,,,,,,,,,,,,,
0.005216667,-2.844001891,,,,,,,,,,,,,
0.0052175,-2.84399527,,,,,,,,,,,,,
0.005218333,-2.843988615,,,,,,,,,,,,,
0.005219167,-2.843981925,,,,,,,,,,,,,
0.00522,-2.843975201,,,,,,,,,,,,,
0.005220833,-2.843968443,,,,,,,,,,,,,
0.005221667,-2.84396165,,,,,,,,,,,,,
0.0052225,-2.843954824,,,,,,,,,,,,,
0.005223333,-2.843947963,,,,,,,,,,,,,
0.005224167,-2.843941067,,,,,,,,,,,,,
0.005225,-2.843934138,,,,,,,,,,,,,
0.005225833,-2.843927174,,,,,,,,,,,,,
0.005226667,-2.843920176,,,,,,,,,,,,,
0.0052275,-2.843913144,,,,,,,,,,,,,
0.005228333,-2.843906078,,,,,,,,,,,,,
0.005229167,-2.843898978,,,,,,,,,,,,,
0.00523,-2.843891844,,,,,,,,,,,,,
0.005230833,-2.843884676,,,,,,,,,,,,,
0.005231667,-2.843877474,,,,,,,,,,,,,
0.0052325,-2.843870238,,,,,,,,,,,,,
0.005233333,-2.843862968,,,,,,,,,,,,,
0.005234167,-2.843855664,,,,,,,,,,,,,
0.005235,-2.843848326,,,,,,,,,,,,,
0.005235833,-2.843840955,,,,,,,,,,,,,
0.005236667,-2.84383355,,,,,,,,,,,,,
0.0052375,-2.843826111,,,,,,,,,,,,,
0.005238333,-2.843818639,,,,,,,,,,,,,
0.005239167,-2.843811133,,,,,,,,,,,,,
0.00524,-2.843803593,,,,,,,,,,,,,
0.005240833,-2.84379602,,,,,,,,,,,,,
0.005241667,-2.843788414,,,,,,,,,,,,,
0.0052425,-2.843780774,,,,,,,,,,,,,
0.005243333,-2.843773101,,,,,,,,,,,,,
0.005244167,-2.843765394,,,,,,,,,,,,,
0.005245,-2.843757655,,,,,,,,,,,,,
0.005245833,-2.843749882,,,,,,,,,,,,,
0.005246667,-2.843742076,,,,,,,,,,,,,
0.0052475,-2.843734237,,,,,,,,,,,,,
0.005248333,-2.843726365,,,,,,,,,,,,,
0.005249167,-2.843718459,,,,,,,,,,,,,
0.00525,-2.843710522,,,,,,,,,,,,,
0.005250833,-2.843702551,,,,,,,,,,,,,
0.005251667,-2.843694547,,,,,,,,,,,,,
0.0052525,-2.843686511,,,,,,,,,,,,,
0.005253333,-2.843678442,,,,,,,,,,,,,
0.005254167,-2.843670341,,,,,,,,,,,,,
0.005255,-2.843662207,,,,,,,,,,,,,
0.005255833,-2.843654041,,,,,,,,,,,,,
0.005256667,-2.843645842,,,,,,,,,,,,,
0.0052575,-2.843637612,,,,,,,,,,,,,
0.005258333,-2.843629349,,,,,,,,,,,,,
0.005259167,-2.843621054,,,,,,,,,,,,,
0.00526,-2.843612726,,,,,,,,,,,,,
0.005260833,-2.843604367,,,,,,,,,,,,,
0.005261667,-2.843595976,,,,,,,,,,,,,
0.0052625,-2.843587554,,,,,,,,,,,,,
0.005263333,-2.843579099,,,,,,,,,,,,,
0.005264167,-2.843570613,,,,,,,,,,,,,
0.005265,-2.843562096,,,,,,,,,,,,,
0.005265833,-2.843553547,,,,,,,,,,,,,
0.005266667,-2.843544967,,,,,,,,,,,,,
0.0052675,-2.843536355,,,,,,,,,,,,,
0.005268333,-2.843527712,,,,,,,,,,,,,
0.005269167,-2.843519039,,,,,,,,,,,,,
0.00527,-2.843510334,,,,,,,,,,,,,
0.005270833,-2.843501598,,,,,,,,,,,,,
0.005271667,-2.843492832,,,,,,,,,,,,,
0.0052725,-2.843484035,,,,,,,,,,,,,
0.005273333,-2.843475207,,,,,,,,,,,,,
0.005274167,-2.843466349,,,,,,,,,,,,,
0.005275,-2.843457461,,,,,,,,,,,,,
0.005275833,-2.843448542,,,,,,,,,,,,,
0.005276667,-2.843439594,,,,,,,,,,,,,
0.0052775,-2.843430615,,,,,,,,,,,,,
0.005278333,-2.843421606,,,,,,,,,,,,,
0.005279167,-2.843412568,,,,,,,,,,,,,
0.00528,-2.843403499,,,,,,,,,,,,,
0.005280833,-2.843394402,,,,,,,,,,,,,
0.005281667,-2.843385274,,,,,,,,,,,,,
0.0052825,-2.843376118,,,,,,,,,,,,,
0.005283333,-2.843366932,,,,,,,,,,,,,
0.005284167,-2.843357717,,,,,,,,,,,,,
0.005285,-2.843348473,,,,,,,,,,,,,
0.005285833,-2.8433392,,,,,,,,,,,,,
0.005286667,-2.843329899,,,,,,,,,,,,,
0.0052875,-2.843320569,,,,,,,,,,,,,
0.005288333,-2.84331121,,,,,,,,,,,,,
0.005289167,-2.843301823,,,,,,,,,,,,,
0.00529,-2.843292408,,,,,,,,,,,,,
0.005290833,-2.843282965,,,,,,,,,,,,,
0.005291667,-2.843273494,,,,,,,,,,,,,
0.0052925,-2.843263995,,,,,,,,,,,,,
0.005293333,-2.843254468,,,,,,,,,,,,,
0.005294167,-2.843244914,,,,,,,,,,,,,
0.005295,-2.843235333,,,,,,,,,,,,,
0.005295833,-2.843225724,,,,,,,,,,,,,
0.005296667,-2.843216088,,,,,,,,,,,,,
0.0052975,-2.843206425,,,,,,,,,,,,,
0.005298333,-2.843196735,,,,,,,,,,,,,
0.005299167,-2.843187019,,,,,,,,,,,,,
0.0053,-2.843177276,,,,,,,,,,,,,
0.005300833,-2.843167507,,,,,,,,,,,,,
0.005301667,-2.843157712,,,,,,,,,,,,,
0.0053025,-2.84314789,,,,,,,,,,,,,
0.005303333,-2.843138043,,,,,,,,,,,,,
0.005304167,-2.843128169,,,,,,,,,,,,,
0.005305,-2.843118271,,,,,,,,,,,,,
0.005305833,-2.843108347,,,,,,,,,,,,,
0.005306667,-2.843098397,,,,,,,,,,,,,
0.0053075,-2.843088422,,,,,,,,,,,,,
0.005308333,-2.843078423,,,,,,,,,,,,,
0.005309167,-2.843068399,,,,,,,,,,,,,
0.00531,-2.84305835,,,,,,,,,,,,,
0.005310833,-2.843048276,,,,,,,,,,,,,
0.005311667,-2.843038179,,,,,,,,,,,,,
0.0053125,-2.843028057,,,,,,,,,,,,,
0.005313333,-2.843017911,,,,,,,,,,,,,
0.005314167,-2.843007742,,,,,,,,,,,,,
0.005315,-2.842997549,,,,,,,,,,,,,
0.005315833,-2.842987332,,,,,,,,,,,,,
0.005316667,-2.842977093,,,,,,,,,,,,,
0.0053175,-2.84296683,,,,,,,,,,,,,
0.005318333,-2.842956544,,,,,,,,,,,,,
0.005319167,-2.842946236,,,,,,,,,,,,,
0.00532,-2.842935905,,,,,,,,,,,,,
0.005320833,-2.842925552,,,,,,,,,,,,,
0.005321667,-2.842915177,,,,,,,,,,,,,
0.0053225,-2.84290478,,,,,,,,,,,,,
0.005323333,-2.842894361,,,,,,,,,,,,,
0.005324167,-2.84288392,,,,,,,,,,,,,
0.005325,-2.842873458,,,,,,,,,,,,,
0.005325833,-2.842862975,,,,,,,,,,,,,
0.005326667,-2.842852471,,,,,,,,,,,,,
0.0053275,-2.842841946,,,,,,,,,,,,,
0.005328333,-2.8428314,,,,,,,,,,,,,
0.005329167,-2.842820834,,,,,,,,,,,,,
0.00533,-2.842810248,,,,,,,,,,,,,
0.005330833,-2.842799642,,,,,,,,,,,,,
0.005331667,-2.842789016,,,,,,,,,,,,,
0.0053325,-2.842778371,,,,,,,,,,,,,
0.005333333,-2.842767706,,,,,,,,,,,,,
0.005334167,-2.842757022,,,,,,,,,,,,,
0.005335,-2.842746318,,,,,,,,,,,,,
0.005335833,-2.842735596,,,,,,,,,,,,,
0.005336667,-2.842724856,,,,,,,,,,,,,
0.0053375,-2.842714097,,,,,,,,,,,,,
0.005338333,-2.84270332,,,,,,,,,,,,,
0.005339167,-2.842692525,,,,,,,,,,,,,
0.00534,-2.842681713,,,,,,,,,,,,,
0.005340833,-2.842670882,,,,,,,,,,,,,
0.005341667,-2.842660035,,,,,,,,,,,,,
0.0053425,-2.842649171,,,,,,,,,,,,,
0.005343333,-2.842638289,,,,,,,,,,,,,
0.005344167,-2.842627391,,,,,,,,,,,,,
0.005345,-2.842616477,,,,,,,,,,,,,
0.005345833,-2.842605546,,,,,,,,,,,,,
0.005346667,-2.8425946,,,,,,,,,,,,,
0.0053475,-2.842583637,,,,,,,,,,,,,
0.005348333,-2.84257266,,,,,,,,,,,,,
0.005349167,-2.842561667,,,,,,,,,,,,,
0.00535,-2.842550658,,,,,,,,,,,,,
0.005350833,-2.842539635,,,,,,,,,,,,,
0.005351667,-2.842528598,,,,,,,,,,,,,
0.0053525,-2.842517546,,,,,,,,,,,,,
0.005353333,-2.84250648,,,,,,,,,,,,,
0.005354167,-2.8424954,,,,,,,,,,,,,
0.005355,-2.842484306,,,,,,,,,,,,,
0.005355833,-2.842473199,,,,,,,,,,,,,
0.005356667,-2.842462079,,,,,,,,,,,,,
0.0053575,-2.842450945,,,,,,,,,,,,,
0.005358333,-2.842439799,,,,,,,,,,,,,
0.005359167,-2.842428641,,,,,,,,,,,,,
0.00536,-2.84241747,,,,,,,,,,,,,
0.005360833,-2.842406287,,,,,,,,,,,,,
0.005361667,-2.842395093,,,,,,,,,,,,,
0.0053625,-2.842383887,,,,,,,,,,,,,
0.005363333,-2.84237267,,,,,,,,,,,,,
0.005364167,-2.842361441,,,,,,,,,,,,,
0.005365,-2.842350202,,,,,,,,,,,,,
0.005365833,-2.842338953,,,,,,,,,,,,,
0.005366667,-2.842327693,,,,,,,,,,,,,
0.0053675,-2.842316423,,,,,,,,,,,,,
0.005368333,-2.842305143,,,,,,,,,,,,,
0.005369167,-2.842293854,,,,,,,,,,,,,
0.00537,-2.842282555,,,,,,,,,,,,,
0.005370833,-2.842271247,,,,,,,,,,,,,
0.005371667,-2.842259931,,,,,,,,,,,,,
0.0053725,-2.842248606,,,,,,,,,,,,,
0.005373333,-2.842237273,,,,,,,,,,,,,
0.005374167,-2.842225932,,,,,,,,,,,,,
0.005375,-2.842214583,,,,,,,,,,,,,
0.005375833,-2.842203226,,,,,,,,,,,,,
0.005376667,-2.842191862,,,,,,,,,,,,,
0.0053775,-2.842180492,,,,,,,,,,,,,
0.005378333,-2.842169114,,,,,,,,,,,,,
0.005379167,-2.84215773,,,,,,,,,,,,,
0.00538,-2.84214634,,,,,,,,,,,,,
0.005380833,-2.842134944,,,,,,,,,,,,,
0.005381667,-2.842123542,,,,,,,,,,,,,
0.0053825,-2.842112135,,,,,,,,,,,,,
0.005383333,-2.842100722,,,,,,,,,,,,,
0.005384167,-2.842089305,,,,,,,,,,,,,
0.005385,-2.842077883,,,,,,,,,,,,,
0.005385833,-2.842066457,,,,,,,,,,,,,
0.005386667,-2.842055026,,,,,,,,,,,,,
0.0053875,-2.842043592,,,,,,,,,,,,,
0.005388333,-2.842032154,,,,,,,,,,,,,
0.005389167,-2.842020713,,,,,,,,,,,,,
0.00539,-2.842009269,,,,,,,,,,,,,
0.005390833,-2.841997822,,,,,,,,,,,,,
0.005391667,-2.841986373,,,,,,,,,,,,,
0.0053925,-2.841974921,,,,,,,,,,,,,
0.005393333,-2.841963467,,,,,,,,,,,,,
0.005394167,-2.841952012,,,,,,,,,,,,,
0.005395,-2.841940555,,,,,,,,,,,,,
0.005395833,-2.841929097,,,,,,,,,,,,,
0.005396667,-2.841917639,,,,,,,,,,,,,
0.0053975,-2.841906179,,,,,,,,,,,,,
0.005398333,-2.84189472,,,,,,,,,,,,,
0.005399167,-2.84188326,,,,,,,,,,,,,
0.0054,-2.8418718,,,,,,,,,,,,,
0.005400833,-2.841860341,,,,,,,,,,,,,
0.005401667,-2.841848883,,,,,,,,,,,,,
0.0054025,-2.841837426,,,,,,,,,,,,,
0.005403333,-2.84182597,,,,,,,,,,,,,
0.005404167,-2.841814516,,,,,,,,,,,,,
0.005405,-2.841803063,,,,,,,,,,,,,
0.005405833,-2.841791613,,,,,,,,,,,,,
0.005406667,-2.841780165,,,,,,,,,,,,,
0.0054075,-2.84176872,,,,,,,,,,,,,
0.005408333,-2.841757278,,,,,,,,,,,,,
0.005409167,-2.841745839,,,,,,,,,,,,,
0.00541,-2.841734403,,,,,,,,,,,,,
0.005410833,-2.841722972,,,,,,,,,,,,,
0.005411667,-2.841711544,,,,,,,,,,,,,
0.0054125,-2.841700121,,,,,,,,,,,,,
0.005413333,-2.841688702,,,,,,,,,,,,,
0.005414167,-2.841677289,,,,,,,,,,,,,
0.005415,-2.84166588,,,,,,,,,,,,,
0.005415833,-2.841654477,,,,,,,,,,,,,
0.005416667,-2.84164308,,,,,,,,,,,,,
0.0054175,-2.841631689,,,,,,,,,,,,,
0.005418333,-2.841620304,,,,,,,,,,,,,
0.005419167,-2.841608926,,,,,,,,,,,,,
0.00542,-2.841597554,,,,,,,,,,,,,
0.005420833,-2.84158619,,,,,,,,,,,,,
0.005421667,-2.841574833,,,,,,,,,,,,,
0.0054225,-2.841563484,,,,,,,,,,,,,
0.005423333,-2.841552143,,,,,,,,,,,,,
0.005424167,-2.84154081,,,,,,,,,,,,,
0.005425,-2.841529486,,,,,,,,,,,,,
0.005425833,-2.84151817,,,,,,,,,,,,,
0.005426667,-2.841506864,,,,,,,,,,,,,
0.0054275,-2.841495567,,,,,,,,,,,,,
0.005428333,-2.841484279,,,,,,,,,,,,,
0.005429167,-2.841473002,,,,,,,,,,,,,
0.00543,-2.841461735,,,,,,,,,,,,,
0.005430833,-2.841450478,,,,,,,,,,,,,
0.005431667,-2.841439232,,,,,,,,,,,,,
0.0054325,-2.841427997,,,,,,,,,,,,,
0.005433333,-2.841416774,,,,,,,,,,,,,
0.005434167,-2.841405562,,,,,,,,,,,,,
0.005435,-2.841394361,,,,,,,,,,,,,
0.005435833,-2.841383173,,,,,,,,,,,,,
0.005436667,-2.841371998,,,,,,,,,,,,,
0.0054375,-2.841360835,,,,,,,,,,,,,
0.005438333,-2.841349685,,,,,,,,,,,,,
0.005439167,-2.841338549,,,,,,,,,,,,,
0.00544,-2.841327426,,,,,,,,,,,,,
0.005440833,-2.841316316,,,,,,,,,,,,,
0.005441667,-2.841305221,,,,,,,,,,,,,
0.0054425,-2.841294141,,,,,,,,,,,,,
0.005443333,-2.841283074,,,,,,,,,,,,,
0.005444167,-2.841272023,,,,,,,,,,,,,
0.005445,-2.841260987,,,,,,,,,,,,,
0.005445833,-2.841249967,,,,,,,,,,,,,
0.005446667,-2.841238962,,,,,,,,,,,,,
0.0054475,-2.841227973,,,,,,,,,,,,,
